state,state_long,county,fips_state,fips_county
sd,south dakota,beadle,46,5
sd,south dakota,bennett,46,7
sd,south dakota,bon homme,46,9
sd,south dakota,brookings,46,11
sd,south dakota,brown,46,13
sd,south dakota,brule,46,15
sd,south dakota,buffalo,46,17
sd,south dakota,butte,46,19
sd,south dakota,campbell,46,21
sd,south dakota,charles mix,46,23
sd,south dakota,clark,46,25
sd,south dakota,clay,46,27
sd,south dakota,codington,46,29
sd,south dakota,corson,46,31
sd,south dakota,custer,46,33
sd,south dakota,davison,46,35
sd,south dakota,day,46,37
sd,south dakota,deuel,46,39
sd,south dakota,dewey,46,41
sd,south dakota,douglas,46,43
sd,south dakota,edmunds,46,45
sd,south dakota,fall river,46,47
sd,south dakota,faulk,46,49
sd,south dakota,grant,46,51
sd,south dakota,gregory,46,53
sd,south dakota,haakon,46,55
sd,south dakota,hamlin,46,57
sd,south dakota,hand,46,59
sd,south dakota,hanson,46,61
sd,south dakota,harding,46,63
sd,south dakota,hughes,46,65
sd,south dakota,hutchinson,46,67
sd,south dakota,hyde,46,69
sd,south dakota,jackson,46,71
sd,south dakota,jerauld,46,73
sd,south dakota,jones,46,75
sd,south dakota,kingsbury,46,77
sd,south dakota,lake,46,79
sd,south dakota,lawrence,46,81
sd,south dakota,lincoln,46,83
sd,south dakota,lyman,46,85
sd,south dakota,mccook,46,87
sd,south dakota,mcpherson,46,89
sd,south dakota,marshall,46,91
sd,south dakota,meade,46,93
sd,south dakota,mellette,46,95
sd,south dakota,miner,46,97
sd,south dakota,minnehaha,46,99
sd,south dakota,moody,46,101
sd,south dakota,pennington,46,103
sd,south dakota,perkins,46,105
sd,south dakota,potter,46,107
sd,south dakota,roberts,46,109
sd,south dakota,sanborn,46,111
sd,south dakota,shannon,46,113
sd,south dakota,spink,46,115
sd,south dakota,stanley,46,117
sd,south dakota,sully,46,119
sd,south dakota,todd,46,121
sd,south dakota,tripp,46,123
sd,south dakota,turner,46,125
sd,south dakota,union,46,127
sd,south dakota,walworth,46,129
sd,south dakota,yankton,46,135
sd,south dakota,ziebach,46,137
tn,tennessee,anderson,47,1
tn,tennessee,bedford,47,3
tn,tennessee,benton,47,5
tn,tennessee,bledsoe,47,7
tn,tennessee,blount,47,9
tn,tennessee,bradley,47,11
tn,tennessee,campbell,47,13
tn,tennessee,cannon,47,15
tn,tennessee,carroll,47,17
tn,tennessee,carter,47,19
tn,tennessee,cheatham,47,21
tn,tennessee,chester,47,23
tn,tennessee,claiborne,47,25
tn,tennessee,clay,47,27
tn,tennessee,cocke,47,29
tn,tennessee,coffee,47,31
tn,tennessee,crockett,47,33
tn,tennessee,cumberland,47,35
tn,tennessee,davidson,47,37
tn,tennessee,decatur,47,39
tn,tennessee,dekalb,47,41
tn,tennessee,dickson,47,43
tn,tennessee,dyer,47,45
tn,tennessee,fayette,47,47
tn,tennessee,fentress,47,49
tn,tennessee,franklin,47,51
tn,tennessee,gibson,47,53
tn,tennessee,giles,47,55
tn,tennessee,grainger,47,57
tn,tennessee,greene,47,59
tn,tennessee,grundy,47,61
tn,tennessee,hamblen,47,63
tn,tennessee,hamilton,47,65
tn,tennessee,hancock,47,67
tn,tennessee,hardeman,47,69
tn,tennessee,hardin,47,71
tn,tennessee,hawkins,47,73
tn,tennessee,haywood,47,75
tn,tennessee,henderson,47,77
tn,tennessee,henry,47,79
tn,tennessee,hickman,47,81
tn,tennessee,houston,47,83
tn,tennessee,humphreys,47,85
tn,tennessee,jackson,47,87
tn,tennessee,jefferson,47,89
tn,tennessee,johnson,47,91
tn,tennessee,knox,47,93
tn,tennessee,lake,47,95
tn,tennessee,lauderdale,47,97
tn,tennessee,lawrence,47,99
tn,tennessee,lewis,47,101
tn,tennessee,lincoln,47,103
tn,tennessee,loudon,47,105
tn,tennessee,mcminn,47,107
tn,tennessee,mcnairy,47,109
tn,tennessee,macon,47,111
tn,tennessee,madison,47,113
tn,tennessee,marion,47,115
tn,tennessee,marshall,47,117
tn,tennessee,maury,47,119
tn,tennessee,meigs,47,121
tn,tennessee,monroe,47,123
tn,tennessee,montgomery,47,125
tn,tennessee,moore,47,127
tn,tennessee,morgan,47,129
tn,tennessee,obion,47,131
tn,tennessee,overton,47,133
tn,tennessee,perry,47,135
tn,tennessee,pickett,47,137
tn,tennessee,polk,47,139
tn,tennessee,putnam,47,141
tn,tennessee,rhea,47,143
tn,tennessee,roane,47,145
tn,tennessee,robertson,47,147
tn,tennessee,rutherford,47,149
tn,tennessee,scott,47,151
tn,tennessee,sequatchie,47,153
tn,tennessee,sevier,47,155
tn,tennessee,shelby,47,157
tn,tennessee,smith,47,159
tn,tennessee,stewart,47,161
tn,tennessee,sullivan,47,163
tn,tennessee,sumner,47,165
tn,tennessee,tipton,47,167
tn,tennessee,trousdale,47,169
tn,tennessee,unicoi,47,171
tn,tennessee,union,47,173
tn,tennessee,van buren,47,175
tn,tennessee,warren,47,177
tn,tennessee,washington,47,179
tn,tennessee,wayne,47,181
tn,tennessee,weakley,47,183
tn,tennessee,white,47,185
tn,tennessee,williamson,47,187
tn,tennessee,wilson,47,189
tx,texas,anderson,48,1
tx,texas,andrews,48,3
tx,texas,angelina,48,5
tx,texas,aransas,48,7
tx,texas,archer,48,9
tx,texas,armstrong,48,11
tx,texas,atascosa,48,13
tx,texas,austin,48,15
tx,texas,bailey,48,17
tx,texas,bandera,48,19
tx,texas,bastrop,48,21
tx,texas,baylor,48,23
tx,texas,bee,48,25
tx,texas,bell,48,27
tx,texas,bexar,48,29
tx,texas,blanco,48,31
tx,texas,borden,48,33
tx,texas,bosque,48,35
tx,texas,bowie,48,37
tx,texas,brazoria,48,39
tx,texas,brazos,48,41
tx,texas,brewster,48,43
tx,texas,briscoe,48,45
tx,texas,brooks,48,47
tx,texas,brown,48,49
tx,texas,burleson,48,51
tx,texas,burnet,48,53
tx,texas,caldwell,48,55
tx,texas,calhoun,48,57
tx,texas,callahan,48,59
tx,texas,cameron,48,61
tx,texas,camp,48,63
tx,texas,carson,48,65
tx,texas,cass,48,67
tx,texas,castro,48,69
tx,texas,chambers,48,71
tx,texas,cherokee,48,73
tx,texas,childress,48,75
tx,texas,clay,48,77
tx,texas,cochran,48,79
tx,texas,coke,48,81
tx,texas,coleman,48,83
tx,texas,collin,48,85
tx,texas,collingsworth,48,87
tx,texas,colorado,48,89
tx,texas,comal,48,91
tx,texas,comanche,48,93
tx,texas,concho,48,95
tx,texas,cooke,48,97
tx,texas,coryell,48,99
tx,texas,cottle,48,101
tx,texas,crane,48,103
tx,texas,crockett,48,105
tx,texas,crosby,48,107
tx,texas,culberson,48,109
tx,texas,dallam,48,111
tx,texas,dallas,48,113
tx,texas,dawson,48,115
tx,texas,deaf smith,48,117
tx,texas,delta,48,119
tx,texas,denton,48,121
tx,texas,de witt,48,123
tx,texas,dickens,48,125
tx,texas,dimmit,48,127
tx,texas,donley,48,129
tx,texas,duval,48,131
tx,texas,eastland,48,133
tx,texas,ector,48,135
tx,texas,edwards,48,137
tx,texas,ellis,48,139
tx,texas,el paso,48,141
tx,texas,erath,48,143
tx,texas,falls,48,145
tx,texas,fannin,48,147
tx,texas,fayette,48,149
tx,texas,fisher,48,151
tx,texas,floyd,48,153
tx,texas,foard,48,155
tx,texas,fort bend,48,157
tx,texas,franklin,48,159
tx,texas,freestone,48,161
tx,texas,frio,48,163
tx,texas,gaines,48,165
tx,texas,galveston,48,167
tx,texas,garza,48,169
tx,texas,gillespie,48,171
tx,texas,glasscock,48,173
tx,texas,goliad,48,175
tx,texas,gonzales,48,177
tx,texas,gray,48,179
tx,texas,grayson,48,181
tx,texas,gregg,48,183
tx,texas,grimes,48,185
tx,texas,guadalupe,48,187
tx,texas,hale,48,189
tx,texas,hall,48,191
tx,texas,hamilton,48,193
tx,texas,hansford,48,195
tx,texas,hardeman,48,197
tx,texas,hardin,48,199
tx,texas,harris,48,201
tx,texas,harrison,48,203
tx,texas,hartley,48,205
tx,texas,haskell,48,207
tx,texas,hays,48,209
tx,texas,hemphill,48,211
tx,texas,henderson,48,213
tx,texas,hidalgo,48,215
tx,texas,hill,48,217
tx,texas,hockley,48,219
tx,texas,hood,48,221
tx,texas,hopkins,48,223
tx,texas,houston,48,225
tx,texas,howard,48,227
tx,texas,hudspeth,48,229
tx,texas,hunt,48,231
tx,texas,hutchinson,48,233
tx,texas,irion,48,235
tx,texas,jack,48,237
tx,texas,jackson,48,239
tx,texas,jasper,48,241
tx,texas,jeff davis,48,243
tx,texas,jefferson,48,245
tx,texas,jim hogg,48,247
tx,texas,jim wells,48,249
tx,texas,johnson,48,251
tx,texas,jones,48,253
tx,texas,karnes,48,255
tx,texas,kaufman,48,257
tx,texas,kendall,48,259
tx,texas,kenedy,48,261
tx,texas,kent,48,263
tx,texas,kerr,48,265
tx,texas,kimble,48,267
tx,texas,king,48,269
tx,texas,kinney,48,271
tx,texas,kleberg,48,273
tx,texas,knox,48,275
tx,texas,lamar,48,277
tx,texas,lamb,48,279
tx,texas,lampasas,48,281
tx,texas,la salle,48,283
tx,texas,lavaca,48,285
tx,texas,lee,48,287
tx,texas,leon,48,289
tx,texas,liberty,48,291
tx,texas,limestone,48,293
tx,texas,lipscomb,48,295
tx,texas,live oak,48,297
tx,texas,llano,48,299
tx,texas,loving,48,301
tx,texas,lubbock,48,303
tx,texas,lynn,48,305
tx,texas,mcculloch,48,307
tx,texas,mclennan,48,309
tx,texas,mcmullen,48,311
tx,texas,madison,48,313
tx,texas,marion,48,315
tx,texas,martin,48,317
tx,texas,mason,48,319
tx,texas,matagorda,48,321
tx,texas,maverick,48,323
tx,texas,medina,48,325
tx,texas,menard,48,327
tx,texas,midland,48,329
tx,texas,milam,48,331
tx,texas,mills,48,333
tx,texas,mitchell,48,335
tx,texas,montague,48,337
tx,texas,montgomery,48,339
tx,texas,moore,48,341
tx,texas,morris,48,343
tx,texas,motley,48,345
tx,texas,nacogdoches,48,347
tx,texas,navarro,48,349
tx,texas,newton,48,351
tx,texas,nolan,48,353
tx,texas,nueces,48,355
tx,texas,ochiltree,48,357
tx,texas,oldham,48,359
tx,texas,orange,48,361
tx,texas,palo pinto,48,363
tx,texas,panola,48,365
tx,texas,parker,48,367
tx,texas,parmer,48,369
tx,texas,pecos,48,371
tx,texas,polk,48,373
tx,texas,potter,48,375
tx,texas,presidio,48,377
tx,texas,rains,48,379
tx,texas,randall,48,381
tx,texas,reagan,48,383
tx,texas,real,48,385
tx,texas,red river,48,387
tx,texas,reeves,48,389
tx,texas,refugio,48,391
tx,texas,roberts,48,393
tx,texas,robertson,48,395
tx,texas,rockwall,48,397
tx,texas,runnels,48,399
tx,texas,rusk,48,401
tx,texas,sabine,48,403
tx,texas,san augustine,48,405
tx,texas,san jacinto,48,407
tx,texas,san patricio,48,409
tx,texas,san saba,48,411
tx,texas,schleicher,48,413
tx,texas,scurry,48,415
tx,texas,shackelford,48,417
tx,texas,shelby,48,419
tx,texas,sherman,48,421
tx,texas,smith,48,423
tx,texas,somervell,48,425
tx,texas,starr,48,427
tx,texas,stephens,48,429
tx,texas,sterling,48,431
tx,texas,stonewall,48,433
tx,texas,sutton,48,435
tx,texas,swisher,48,437
tx,texas,tarrant,48,439
tx,texas,taylor,48,441
tx,texas,terrell,48,443
tx,texas,terry,48,445
tx,texas,throckmorton,48,447
tx,texas,titus,48,449
tx,texas,tom green,48,451
tx,texas,travis,48,453
tx,texas,trinity,48,455
tx,texas,tyler,48,457
tx,texas,upshur,48,459
tx,texas,upton,48,461
tx,texas,uvalde,48,463
tx,texas,val verde,48,465
tx,texas,van zandt,48,467
tx,texas,victoria,48,469
tx,texas,walker,48,471
tx,texas,waller,48,473
tx,texas,ward,48,475
tx,texas,washington,48,477
tx,texas,webb,48,479
tx,texas,wharton,48,481
tx,texas,wheeler,48,483
tx,texas,wichita,48,485
tx,texas,wilbarger,48,487
tx,texas,willacy,48,489
tx,texas,williamson,48,491
tx,texas,wilson,48,493
tx,texas,winkler,48,495
tx,texas,wise,48,497
tx,texas,wood,48,499
tx,texas,yoakum,48,501
tx,texas,young,48,503
tx,texas,zapata,48,505
tx,texas,zavala,48,507
ut,utah,beaver,49,1
ut,utah,box elder,49,3
ut,utah,cache,49,5
ut,utah,carbon,49,7
ut,utah,daggett,49,9
ut,utah,davis,49,11
ut,utah,duchesne,49,13
ut,utah,emery,49,15
ut,utah,garfield,49,17
ut,utah,grand,49,19
ut,utah,iron,49,21
ut,utah,juab,49,23
ut,utah,kane,49,25
ut,utah,millard,49,27
ut,utah,morgan,49,29
ut,utah,piute,49,31
ut,utah,rich,49,33
ut,utah,salt lake,49,35
ut,utah,san juan,49,37
ut,utah,sanpete,49,39
ut,utah,sevier,49,41
ut,utah,summit,49,43
ut,utah,tooele,49,45
ut,utah,uintah,49,47
ut,utah,utah,49,49
ut,utah,wasatch,49,51
ut,utah,washington,49,53
ut,utah,wayne,49,55
ut,utah,weber,49,57
vt,vermont,addison,50,1
vt,vermont,bennington,50,3
vt,vermont,caledonia,50,5
vt,vermont,chittenden,50,7
vt,vermont,essex,50,9
vt,vermont,franklin,50,11
vt,vermont,grand isle,50,13
vt,vermont,lamoille,50,15
vt,vermont,orange,50,17
vt,vermont,orleans,50,19
vt,vermont,rutland,50,21
vt,vermont,washington,50,23
vt,vermont,windham,50,25
vt,vermont,windsor,50,27
va,virginia,accomack,51,1
va,virginia,albemarle,51,3
va,virginia,alleghany,51,5
va,virginia,amelia,51,7
va,virginia,amherst,51,9
va,virginia,appomattox,51,11
va,virginia,arlington,51,13
va,virginia,augusta,51,15
va,virginia,bath,51,17
va,virginia,bedford,51,19
va,virginia,bland,51,21
va,virginia,botetourt,51,23
va,virginia,brunswick,51,25
va,virginia,buchanan,51,27
va,virginia,buckingham,51,29
va,virginia,campbell,51,31
va,virginia,caroline,51,33
va,virginia,carroll,51,35
va,virginia,charles city,51,36
va,virginia,charlotte,51,37
va,virginia,chesterfield,51,41
va,virginia,clarke,51,43
va,virginia,craig,51,45
va,virginia,culpeper,51,47
va,virginia,cumberland,51,49
va,virginia,dickenson,51,51
va,virginia,dinwiddie,51,53
va,virginia,essex,51,57
va,virginia,fairfax,51,59
va,virginia,fauquier,51,61
va,virginia,floyd,51,63
va,virginia,fluvanna,51,65
va,virginia,franklin,51,67
va,virginia,frederick,51,69
va,virginia,giles,51,71
va,virginia,gloucester,51,73
va,virginia,goochland,51,75
va,virginia,grayson,51,77
va,virginia,greene,51,79
va,virginia,greensville,51,81
va,virginia,halifax,51,83
va,virginia,hanover,51,85
va,virginia,henrico,51,87
va,virginia,henry,51,89
va,virginia,highland,51,91
va,virginia,isle of wight,51,93
va,virginia,james city,51,95
va,virginia,king and queen,51,97
va,virginia,king george,51,99
va,virginia,king william,51,101
va,virginia,lancaster,51,103
va,virginia,lee,51,105
va,virginia,loudoun,51,107
va,virginia,louisa,51,109
va,virginia,lunenburg,51,111
va,virginia,madison,51,113
va,virginia,mathews,51,115
va,virginia,mecklenburg,51,117
va,virginia,middlesex,51,119
va,virginia,montgomery,51,121
va,virginia,nelson,51,125
va,virginia,new kent,51,127
va,virginia,northampton,51,131
va,virginia,northumberland,51,133
va,virginia,nottoway,51,135
va,virginia,orange,51,137
va,virginia,page,51,139
va,virginia,patrick,51,141
va,virginia,pittsylvania,51,143
va,virginia,powhatan,51,145
va,virginia,prince edward,51,147
va,virginia,prince george,51,149
va,virginia,prince william,51,153
va,virginia,pulaski,51,155
va,virginia,rappahannock,51,157
va,virginia,richmond,51,159
va,virginia,roanoke,51,161
va,virginia,rockbridge,51,163
va,virginia,rockingham,51,165
va,virginia,russell,51,167
va,virginia,scott,51,169
va,virginia,shenandoah,51,171
va,virginia,smyth,51,173
va,virginia,southampton,51,175
va,virginia,spotsylvania,51,177
va,virginia,stafford,51,179
va,virginia,surry,51,181
va,virginia,sussex,51,183
va,virginia,tazewell,51,185
va,virginia,warren,51,187
va,virginia,washington,51,191
va,virginia,westmoreland,51,193
va,virginia,wise,51,195
va,virginia,wythe,51,197
va,virginia,york,51,199
va,virginia,alexandria city,51,510
va,virginia,bedford city,51,515
va,virginia,bristol city,51,520
va,virginia,buena vista city,51,530
va,virginia,charlottesville city,51,540
va,virginia,chesapeake city,51,550
va,virginia,clifton forge city,51,560
va,virginia,colonial heights city,51,570
va,virginia,covington city,51,580
va,virginia,danville city,51,590
va,virginia,emporia city,51,595
va,virginia,fairfax city,51,600
va,virginia,falls church city,51,610
va,virginia,franklin city,51,620
va,virginia,fredericksburg city,51,630
va,virginia,galax city,51,640
va,virginia,hampton city,51,650
va,virginia,harrisonburg city,51,660
va,virginia,hopewell city,51,670
va,virginia,lexington city,51,678
va,virginia,lynchburg city,51,680
va,virginia,manassas city,51,683
va,virginia,manassas park city,51,685
va,virginia,martinsville city,51,690
va,virginia,newport news city,51,700
va,virginia,norfolk city,51,710
va,virginia,norton city,51,720
va,virginia,petersburg city,51,730
va,virginia,poquoson city,51,735
va,virginia,portsmouth city,51,740
va,virginia,radford,51,750
va,virginia,richmond city,51,760
va,virginia,roanoke city,51,770
va,virginia,salem city,51,775
va,virginia,south boston city,51,780
va,virginia,staunton city,51,790
va,virginia,suffolk city,51,800
va,virginia,virginia beach city,51,810
va,virginia,waynesboro city,51,820
va,virginia,williamsburg city,51,830
va,virginia,winchester city,51,840
wa,washington,adams,53,1
wa,washington,asotin,53,3
wa,washington,benton,53,5
wa,washington,chelan,53,7
wa,washington,clallam,53,9
wa,washington,clark,53,11
wa,washington,columbia,53,13
wa,washington,cowlitz,53,15
wa,washington,douglas,53,17
wa,washington,ferry,53,19
wa,washington,franklin,53,21
wa,washington,garfield,53,23
wa,washington,grant,53,25
wa,washington,grays harbor,53,27
wa,washington,island,53,29
wa,washington,jefferson,53,31
wa,washington,king,53,33
wa,washington,kitsap,53,35
wa,washington,kittitas,53,37
wa,washington,klickitat,53,39
wa,washington,lewis,53,41
wa,washington,lincoln,53,43
wa,washington,mason,53,45
wa,washington,okanogan,53,47
wa,washington,pacific,53,49
wa,washington,pend oreille,53,51
wa,washington,pierce,53,53
wa,washington,san juan,53,55
wa,washington,skagit,53,57
wa,washington,skamania,53,59
wa,washington,snohomish,53,61
wa,washington,spokane,53,63
wa,washington,stevens,53,65
wa,washington,thurston,53,67
wa,washington,wahkiakum,53,69
wa,washington,walla walla,53,71
wa,washington,whatcom,53,73
wa,washington,whitman,53,75
wa,washington,yakima,53,77
wv,west virginia,barbour,54,1
wv,west virginia,berkeley,54,3
wv,west virginia,boone,54,5
wv,west virginia,braxton,54,7
wv,west virginia,brooke,54,9
wv,west virginia,cabell,54,11
wv,west virginia,calhoun,54,13
wv,west virginia,clay,54,15
wv,west virginia,doddridge,54,17
wv,west virginia,fayette,54,19
wv,west virginia,gilmer,54,21
wv,west virginia,grant,54,23
wv,west virginia,greenbrier,54,25
wv,west virginia,hampshire,54,27
wv,west virginia,hancock,54,29
wv,west virginia,hardy,54,31
wv,west virginia,harrison,54,33
wv,west virginia,jackson,54,35
wv,west virginia,jefferson,54,37
wv,west virginia,kanawha,54,39
wv,west virginia,lewis,54,41
wv,west virginia,lincoln,54,43
wv,west virginia,logan,54,45
wv,west virginia,mcdowell,54,47
wv,west virginia,marion,54,49
wv,west virginia,marshall,54,51
wv,west virginia,mason,54,53
wv,west virginia,mercer,54,55
wv,west virginia,mineral,54,57
wv,west virginia,mingo,54,59
wv,west virginia,monongalia,54,61
wv,west virginia,monroe,54,63
wv,west virginia,morgan,54,65
wv,west virginia,nicholas,54,67
wv,west virginia,ohio,54,69
wv,west virginia,pendleton,54,71
wv,west virginia,pleasants,54,73
wv,west virginia,pocahontas,54,75
wv,west virginia,preston,54,77
wv,west virginia,putnam,54,79
wv,west virginia,raleigh,54,81
wv,west virginia,randolph,54,83
wv,west virginia,ritchie,54,85
wv,west virginia,roane,54,87
wv,west virginia,summers,54,89
wv,west virginia,taylor,54,91
wv,west virginia,tucker,54,93
wv,west virginia,tyler,54,95
wv,west virginia,upshur,54,97
wv,west virginia,wayne,54,99
wv,west virginia,webster,54,101
wv,west virginia,wetzel,54,103
wv,west virginia,wirt,54,105
wv,west virginia,wood,54,107
wv,west virginia,wyoming,54,109
wi,wisconsin,adams,55,1
wi,wisconsin,ashland,55,3
wi,wisconsin,barron,55,5
wi,wisconsin,bayfield,55,7
wi,wisconsin,brown,55,9
wi,wisconsin,buffalo,55,11
wi,wisconsin,burnett,55,13
wi,wisconsin,calumet,55,15
wi,wisconsin,chippewa,55,17
wi,wisconsin,clark,55,19
wi,wisconsin,columbia,55,21
wi,wisconsin,crawford,55,23
wi,wisconsin,dane,55,25
wi,wisconsin,dodge,55,27
wi,wisconsin,door,55,29
wi,wisconsin,douglas,55,31
wi,wisconsin,dunn,55,33
wi,wisconsin,eau claire,55,35
wi,wisconsin,florence,55,37
wi,wisconsin,fond du lac,55,39
wi,wisconsin,forest,55,41
wi,wisconsin,grant,55,43
wi,wisconsin,green,55,45
wi,wisconsin,green lake,55,47
wi,wisconsin,iowa,55,49
wi,wisconsin,iron,55,51
wi,wisconsin,jackson,55,53
wi,wisconsin,jefferson,55,55
wi,wisconsin,juneau,55,57
wi,wisconsin,kenosha,55,59
wi,wisconsin,kewaunee,55,61
wi,wisconsin,la crosse,55,63
wi,wisconsin,lafayette,55,65
wi,wisconsin,langlade,55,67
wi,wisconsin,lincoln,55,69
wi,wisconsin,manitowoc,55,71
wi,wisconsin,marathon,55,73
wi,wisconsin,marinette,55,75
wi,wisconsin,marquette,55,77
wi,wisconsin,menominee,55,78
wi,wisconsin,milwaukee,55,79
wi,wisconsin,monroe,55,81
wi,wisconsin,oconto,55,83
wi,wisconsin,oneida,55,85
wi,wisconsin,outagamie,55,87
wi,wisconsin,ozaukee,55,89
wi,wisconsin,pepin,55,91
wi,wisconsin,pierce,55,93
wi,wisconsin,polk,55,95
wi,wisconsin,portage,55,97
wi,wisconsin,price,55,99
wi,wisconsin,racine,55,101
wi,wisconsin,richland,55,103
wi,wisconsin,rock,55,105
wi,wisconsin,rusk,55,107
wi,wisconsin,st croix,55,109
wi,wisconsin,sauk,55,111
wi,wisconsin,sawyer,55,113
wi,wisconsin,shawano,55,115
wi,wisconsin,sheboygan,55,117
wi,wisconsin,taylor,55,119
wi,wisconsin,trempealeau,55,121
wi,wisconsin,vernon,55,123
wi,wisconsin,vilas,55,125
wi,wisconsin,walworth,55,127
wi,wisconsin,washburn,55,129
wi,wisconsin,washington,55,131
wi,wisconsin,waukesha,55,133
wi,wisconsin,waupaca,55,135
wi,wisconsin,waushara,55,137
wi,wisconsin,winnebago,55,139
wi,wisconsin,wood,55,141
wy,wyoming,albany,56,1
wy,wyoming,big horn,56,3
wy,wyoming,campbell,56,5
wy,wyoming,carbon,56,7
wy,wyoming,converse,56,9
wy,wyoming,crook,56,11
wy,wyoming,fremont,56,13
wy,wyoming,goshen,56,15
wy,wyoming,hot springs,56,17
wy,wyoming,johnson,56,19
wy,wyoming,laramie,56,21
wy,wyoming,lincoln,56,23
wy,wyoming,natrona,56,25
wy,wyoming,niobrara,56,27
wy,wyoming,park,56,29
wy,wyoming,platte,56,31
wy,wyoming,sheridan,56,33
wy,wyoming,sublette,56,35
wy,wyoming,sweetwater,56,37
wy,wyoming,teton,56,39
wy,wyoming,uinta,56,41
wy,wyoming,washakie,56,43
wy,wyoming,weston,56,45
